Employee_ID,Department,Gender,Age,Salary,Training_Hours,Performance_Rating,Overtime_Ratio,Status,Hire_Date
EMP1099,Engineering,Male,31,80000.0,27,2.9,0.27,Resigned,2016-06-01
EMP1100,HR,Female,24,80000.0,30,3.2,0.15,Active,2021-07-01
EMP1101,HR,Non-binary,35,90000.0,10,0.1,0.26,Active,2020-12-01
EMP1102,sales,Non-binary,50,100000.0,43,4.7,0.06,Active,2019-10-01
EMP1103,HR,Female,44,100000.0,26,2.9,0.31,Resigned,2016-12-01
EMP1104,HR,Female,45,150000.0,38,-1.1244317949568738,0.07,Active,2023-07-01
EMP1105,Marketing,Non-binary,43,120000.0,27,-1.0545978206908901,0.24,Active,2019-02-01
EMP1106,Engineering,Female,53,66500.0,32,3.0,0.43,Active,2022-09-01
EMP1107,Product,Male,51,130000.0,10,0.2,0.31,Active,2018-05-01
EMP1108,Product,Female,51,120000.0,18,2.2,0.19,Active,1996-14-47
EMP1109,Marketing,Non-binary,42,120000.0,33,3.1,0.09,Active,2020-04-01
EMP1110,Engineering,Female,41,95000.0,22,58.353331949126115,0.24,Active,2023-06-01
EMP1111,HR,Female,55,150000.0,34,4.4,0.09,Active,2022-09-01
EMP1112,Marketing,Non-binary,40,100000.0,47,3.9,0.37,Resigned,2018-11-01
EMP1113,HR,Male,55,90000.0,41,3.2,0.32,Resigned,2022-01-01
EMP1114,Marketing,Male,54,130000.0,29,3.8,0.39,Resigned,2017-02-01
EMP1115,Product,Non-binary,29,100000.0,38,3.4,0.18,Active,2017-02-01
EMP1116,Sales,Female,23,,40,4.0,0.38,Resigned,2020-01-01
EMP1117,HR,Female,51,150000.0,16,1.0,0.39,Active,2017-12-01
EMP1118,HR,Male,39,100000.0,35,-1.098479854167001,0.15,Active,2023-03-01
EMP1119,HR,Female,31,70000.0,26,2.6,0.37,Resigned,2015-11-01
EMP1120,marketing,Female,30,110000.0,26,1.8,0.02,Resigned,2016-07-01
EMP1121,Product,Non-binary,47,130000.0,15,1.4,0.04,Active,2021-08-01
EMP1122,HR,Female,42,,49,4.2,0.36,Resigned,2020-12-01
EMP1123,Product,Female,38,100000.0,38,3.3,0.49,Resigned,2016-12-01
EMP1124,Marketing,Female,58,150000.0,45,4.4,0.47,Resigned,2023-11-01
EMP1125,HR,Female,22,110000.0,48,4.5,0.16,Active,2019-12-01
EMP1126,Product,Male,22,130000.0,16,2.1,0.31,Active,2020-01-01
EMP1127,HR,Male,58,80000.0,23,1.7,0.27,Active,2022-05-01
EMP1128,Marketing,Female,33,130000.0,16,2.4,0.29,Active,2020-04-01
EMP1129,HR,Female,56,80000.0,47,-1.5944028873127607,0.48,Active,2015-07-01
EMP1130,product,Non-binary,37,110000.0,10,1.7,0.25,Resigned,2019-09-01
EMP1131,engineering,Male,29,150000.0,48,5.0,0.12,Active,2019-02-01
EMP1132,Product,Male,52,90000.0,37,3.8,0.03,Active,2018-11-01
EMP1133,HR,Non-binary,22,140000.0,15,1.5,0.3,Resigned,2016-04-01
EMP1134,Sales,Non-binary,43,70000.0,24,3.4,0.08,Active,2022-04-01
EMP1135,Engineering,Non-binary,22,90000.0,17,1.1,0.36,Active,2015-04-01
EMP1136,Marketing,Non-binary,26,80000.0,24,2.6,0.03,Active,2023-09-01
EMP1137,HR,Female,60,70000.0,22,1.4,0.14,Active,2021-03-01
EMP1138,Marketing,Non-binary,34,110000.0,38,3.2,0.32,Active,2016-08-01
EMP1139,Engineering,Non-binary,28,130000.0,21,1.3,0.49,Active,2018-04-01
EMP1140,Marketing,Male,60,120000.0,42,4.2,0.37,Active,2022-09-01
EMP1141,Marketing,Female,47,140000.0,41,3.2,0.21,Resigned,2017-09-01
EMP1142,Product,Female,55,70000.0,31,2.5,0.03,Active,2016-07-01
EMP1143,Marketing,Non-binary,36,100000.0,33,3.3,0.37,Resigned,2015-11-01
EMP1144,Sales,Non-binary,44,140000.0,23,1.6,0.36,Resigned,2018-12-01
EMP1145,HR,Female,40,130000.0,34,2.7,0.25,Active,2018-08-01
EMP1146,Marketing,Non-binary,47,150000.0,19,2.1,0.26,Active,25/1/2020
EMP1147,HR,Non-binary,22,110000.0,35,4.0,0.48,Active,2023-10-01
EMP1148,HR,Non-binary,23,80000.0,31,2.9,0.21,Active,2018-02-01
EMP1149,Sales,Non-binary,24,110000.0,49,4.8,0.1,Resigned,2018-02-01
EMP1150,HR,Female,32,120000.0,42,4.4,0.49,Resigned,2020-08-01
EMP1151,Marketing,Non-binary,32,140000.0,34,4.2,0.43,Active,2020-07-01
EMP1152,Engineering,Non-binary,47,100000.0,46,4.6,0.29,Resigned,2020-07-01
EMP1153,Sales,Female,45,80000.0,41,3.2,0.47,Resigned,2018-06-01
EMP1154,Product,Female,25,70000.0,36,4.0,0.12,Resigned,2018-11-01
EMP1155,Sales,Non-binary,22,100000.0,21,2.7,0.46,Resigned,2019-12-01
EMP1156,HR,Male,43,140000.0,26,1.6,0.46,Resigned,4/8/2017
EMP1157,Marketing,Female,44,70000.0,20,1.9,0.02,Active,2018-03-01
EMP1158,Marketing,Female,23,110000.0,50,4.6,0.17,Resigned,2022-06-01
EMP1159,Sales,Male,53,140000.0,36,3.2,0.34,Active,2022-04-01
EMP1160,Product,Female,25,110000.0,45,5.0,0.12,Active,2016-05-01
EMP1161,Sales,Male,50,130000.0,37,3.5,0.11,Resigned,2023-09-01
EMP1162,Engineering,Male,34,90000.0,12,1.6,0.03,Active,2016-01-01
EMP1163,Sales,Male,34,70000.0,10,0.1,0.3,Active,2021-06-01
EMP1164,Sales,Male,46,90000.0,27,2.4,0.36,Active,2020-10-01
EMP1165,HR,Male,46,120000.0,13,2.1,0.25,Active,2022-12-01
EMP1166,Marketing,Male,31,80000.0,38,4.6,0.11,Active,2015-11-01
EMP1167,Product,Non-binary,51,130000.0,11,1.5,0.42,Active,2015-09-01
EMP1168,Marketing,Male,40,110000.0,22,1.5,0.43,Active,2021-09-01
EMP1169,HR,Non-binary,60,90000.0,15,7.994852015806937,0.4,Active,2022-09-01
EMP1170,Sales,Female,57,70000.0,28,2.0,0.08,Active,2016-09-01
EMP1171,product,Non-binary,35,120000.0,25,2.8,0.04,Resigned,2019-06-01
EMP1172,HR,Non-binary,46,140000.0,31,2.8,0.14,Active,2016-02-01
EMP1173,Marketing,Female,45,100000.0,19,1.7,0.41,Active,2020-09-01
EMP1174,HR,Female,30,90000.0,36,-0.20552568006610483,0.33,Active,2020-12-01
EMP1175,Engineering,Non-binary,43,120000.0,22,2.6,0.32,Active,2022-06-01
EMP1176,Engineering,Non-binary,23,150000.0,37,4.1,0.31,Resigned,2018-12-01
EMP1177,Product,Female,23,120000.0,19,1.5,0.36,Active,21/6/2022
EMP1178,Marketing,Male,30,,41,3.5,0.17,Active,2019-04-01
EMP1179,Product,Female,54,90000.0,19,1.4,0.39,Active,2022-11-01
EMP1180,Marketing,Non-binary,54,120000.0,41,5.0,0.43,Active,2017-03-01
EMP1181,Product,Male,51,150000.0,21,2.2,0.3,Resigned,2016-10-01
EMP1182,Sales,Non-binary,54,140000.0,35,4.0,0.33,Active,2015-09-01
EMP1183,Marketing,Non-binary,53,90000.0,11,92.15693439089475,0.4,Active,2020-10-01
EMP1184,Product,Male,45,120000.0,39,4.0,0.15,Active,2023-05-01
EMP1185,Product,Female,53,70000.0,40,4.2,0.38,Active,2022-03-01
EMP1186,Marketing,Male,32,90000.0,19,-4.646520411169121,0.01,Active,2021-08-01
EMP1187,HR,Male,58,80000.0,10,0.6,0.09,Resigned,2018-03-01
EMP1188,hr,Non-binary,26,130000.0,24,2.2,0.47,Resigned,2019-05-01
EMP1189,Product,Female,30,90000.0,38,3.8,0.1,Active,2019-09-01
EMP1190,Product,Non-binary,44,100000.0,31,3.4,0.5,Resigned,2016-07-01
EMP1191,Sales,Non-binary,47,140000.0,40,3.1,0.4,Active,2016-01-01
EMP1192,Product,Non-binary,31,90000.0,22,2.1,0.11,Active,2019-05-01
EMP1193,HR,Female,49,80000.0,46,5.0,0.21,Active,2020-06-01
EMP1194,HR,Male,28,100000.0,46,3.7,0.27,Active,2023-01-01
EMP1195,Sales,Male,54,70000.0,10,0.4,0.09,Active,2015-03-01
EMP1196,Product,Female,40,100000.0,39,3.0,0.05,Active,2015-05-01
EMP1197,Product,Non-binary,30,80000.0,29,3.4,0.26,Resigned,1996-15-25
EMP1198,Marketing,Female,36,140000.0,50,4.7,0.19,Active,2019-05-01
EMP1199,Sales,Non-binary,42,100000.0,43,4.6,0.31,Resigned,2017-04-01
EMP1200,HR,Non-binary,25,110000.0,20,1.2,0.47,Resigned,2017-10-01
EMP1201,HR,Male,54,90000.0,36,3.1,0.03,Active,2018-08-01
EMP1202,Engineering,Non-binary,37,70000.0,42,5.0,0.47,Active,2020-09-01
EMP1203,Sales,Non-binary,44,130000.0,34,-0.4283816529362616,0.45,Resigned,2019-11-01
EMP1204,Marketing,Male,51,100000.0,18,2.6,0.47,Active,2019-03-01
EMP1205,Product,Female,60,150000.0,11,1.2,0.23,Resigned,2018-02-01
EMP1206,Marketing,Non-binary,58,90000.0,22,1.3,0.46,Resigned,2015-02-01
EMP1207,Sales,Female,29,120000.0,12,0.7,0.03,Active,2014-22-5
EMP1208,HR,Non-binary,46,150000.0,42,3.3,0.26,Active,2022-10-01
EMP1209,Product,Male,53,70000.0,15,1.1,0.06,Active,10/10/2021
EMP1210,Marketing,Male,44,120000.0,34,2.5,0.33,Resigned,2018-01-01
EMP1211,Product,Male,47,110000.0,33,3.1,0.48,Active,2017-06-01
EMP1212,HR,Non-binary,36,130000.0,16,0.9,0.13,Resigned,2023-01-01
EMP1213,Marketing,Female,27,150000.0,25,2.0,0.39,Active,2019-12-01
EMP1214,Marketing,Non-binary,22,100000.0,24,3.2,0.11,Active,2023-03-01
EMP1215,Sales,Non-binary,58,90000.0,47,5.0,0.37,Active,2015-01-01
EMP1216,Marketing,Non-binary,44,100000.0,35,3.3,0.28,Active,2016-03-01
EMP1217,HR,Non-binary,30,120000.0,27,3.7,0.33,Active,2023-11-01
EMP1218,Engineering,Non-binary,38,90000.0,24,3.3,0.32,Resigned,2019-09-01
EMP1219,Product,Male,26,70000.0,13,0.9,0.11,Active,2017-07-01
EMP1220,Sales,Male,53,,23,3.0,0.45,Active,2018-01-01
EMP1221,Sales,Non-binary,52,130000.0,50,5.0,0.44,Resigned,2021-06-01
EMP1222,HR,Non-binary,39,80000.0,31,2.7,0.11,Resigned,2018-07-01
EMP1223,HR,Non-binary,30,80000.0,10,0.2,0.03,Active,2023-01-01
EMP1224,Marketing,Female,47,100000.0,28,2.8,0.29,Active,2020-06-01
EMP1225,Marketing,Male,31,140000.0,12,0.8,0.16,Active,2021-11-01
EMP1226,Engineering,Female,41,,29,2.8,0.31,Active,2018-08-01
EMP1227,Marketing,Female,43,140000.0,16,1.4,0.28,Active,2017-12-01
EMP1228,HR,Male,53,90000.0,27,3.4,0.02,Active,16/1/2022
EMP1229,Engineering,Non-binary,45,110000.0,11,0.5,0.35,Resigned,2018-12-01
EMP1230,Marketing,Non-binary,28,110000.0,48,4.4,0.4,Resigned,2017-09-01
EMP1231,Marketing,Female,29,140000.0,30,2.8,0.33,Active,2015-03-01
EMP1232,Product,Female,55,70000.0,47,-1.765855844601234,0.25,Resigned,2023-11-01
EMP1233,Marketing,Female,60,120000.0,12,0.3,0.16,Active,2023-10-01
EMP1234,HR,Non-binary,24,140000.0,42,5.0,0.07,Active,2017-03-01
EMP1235,Engineering,Non-binary,26,,20,1.3,0.41,Active,2022-03-01
EMP1236,Engineering,Male,47,110000.0,46,4.5,0.23,Resigned,2021-01-01
EMP1237,Sales,Non-binary,26,140000.0,39,3.8,0.12,Active,2017-05-01
EMP1238,HR,Male,45,120000.0,46,5.0,0.04,Resigned,2016-01-01
EMP1239,Marketing,Female,41,130000.0,21,2.9,0.45,Active,2017-08-01
EMP1240,Sales,Female,48,140000.0,38,3.6,0.44,Active,2023-03-01
EMP1241,Marketing,Male,40,130000.0,31,2.9,0.05,Resigned,2023-05-01
EMP1242,Engineering,Female,56,95000.0,17,2.6,0.18,Active,1997-3-23
EMP1243,Sales,Non-binary,57,90000.0,37,2.9,0.14,Active,2022-01-01
EMP1244,HR,Female,59,100000.0,45,5.0,0.48,Active,2019-07-01
EMP1245,Engineering,Male,54,110000.0,27,3.3,0.42,Resigned,2023-08-01
EMP1246,Marketing,Female,46,110000.0,50,5.0,0.24,Resigned,2022-02-01
EMP1247,Sales,Non-binary,50,90000.0,35,2.9,0.12,Resigned,2017-06-01
EMP1248,Engineering,Female,58,76000.0,29,3.5,0.46,Active,2038-6-10
EMP1249,Product,Non-binary,24,110000.0,20,2.2,0.25,Active,2016-11-01
EMP1250,Engineering,Non-binary,49,80000.0,24,-4.289412354926972,0.03,Active,2018-02-01
EMP1251,HR,Male,40,90000.0,28,2.5,0.14,Resigned,2021-06-01
EMP1252,Sales,Female,25,110000.0,41,3.2,0.04,Resigned,2016-10-01
EMP1253,Product,Female,42,150000.0,43,4.9,0.32,Active,2015-01-01
EMP1254,Engineering,Female,28,76000.0,40,3.4,0.25,Active,2022-12-01
EMP1255,Product,Male,48,120000.0,44,-2.6966927156553084,0.45,Resigned,2016-11-01
EMP1256,Engineering,Male,47,130000.0,10,1.5,0.38,Active,2022-04-01
EMP1257,Engineering,Non-binary,53,110000.0,36,3.9,0.02,Resigned,2018-03-01
EMP1258,Sales,Female,58,150000.0,43,3.9,0.48,Resigned,2018-10-01
EMP1259,Sales,Female,41,70000.0,29,3.4,0.1,Active,2023-08-01
EMP1260,HR,Female,46,100000.0,22,2.9,0.46,Active,2019-11-01
EMP1261,Sales,Male,35,90000.0,15,12.249967245918276,0.37,Resigned,2020-09-01
EMP1262,Engineering,Non-binary,50,90000.0,50,4.9,0.39,Resigned,2022-02-01
EMP1263,HR,Male,45,140000.0,28,3.4,0.3,Active,2016-09-01
EMP1264,Marketing,Non-binary,31,110000.0,44,5.0,0.34,Active,2018-06-01
EMP1265,Engineering,Male,32,100000.0,19,1.7,0.48,Active,2016-08-01
EMP1266,HR,Female,43,150000.0,46,3.9,0.07,Active,2017-01-01
EMP1267,HR,Male,51,140000.0,50,5.0,0.44,Resigned,2018-08-01
EMP1268,HR,Male,51,140000.0,45,3.7,0.39,Resigned,2015-08-01
EMP1269,Engineering,Male,32,140000.0,19,1.9,0.22,Active,2016-05-01
EMP1270,Engineering,Female,30,85500.0,20,2.7,0.47,Active,2016-07-01
EMP1271,Marketing,Non-binary,58,90000.0,23,3.2,0.21,Resigned,17/1/2020
EMP1272,Sales,Female,41,80000.0,23,1.3,0.48,Active,2019-01-01
EMP1273,Marketing,Female,43,70000.0,40,4.3,0.14,Resigned,2039-21-21
EMP1274,Sales,Non-binary,59,100000.0,35,3.9,0.18,Active,2023-07-01
EMP1275,Sales,Female,52,140000.0,15,0.7,0.24,Active,2020-11-01
EMP1276,HR,Non-binary,42,150000.0,44,4.9,0.26,Active,2020-11-01
EMP1277,Sales,Non-binary,25,80000.0,12,2.1,0.24,Resigned,2015-10-01
EMP1278,Engineering,Male,40,140000.0,17,1.6,0.14,Resigned,2015-09-01
EMP1279,HR,Non-binary,47,90000.0,30,2.8,0.42,Resigned,19/9/2022
EMP1280,Product,Female,24,140000.0,29,2.6,0.38,Active,2018-12-01
EMP1281,Engineering,Male,33,100000.0,48,4.3,0.49,Resigned,2017-12-01
EMP1282,HR,Female,38,110000.0,17,2.5,0.36,Active,2026-21-30
EMP1283,Marketing,Female,58,110000.0,30,3.9,0.3,Active,9/10/2017
EMP1284,HR,Non-binary,41,70000.0,43,5.0,0.02,Active,2022-10-01
EMP1285,Marketing,Non-binary,29,80000.0,48,5.0,0.36,Resigned,2019-05-01
EMP1286,Sales,Non-binary,49,110000.0,33,87.26960415229713,0.06,Resigned,2016-10-01
EMP1287,Product,Non-binary,53,100000.0,44,5.0,0.17,Active,2015-12-01
EMP1288,HR,Female,41,150000.0,18,1.4,0.32,Active,2018-05-01
EMP1289,marketing,Non-binary,56,100000.0,42,3.7,0.2,Resigned,2016-08-01
EMP1290,Sales,Male,36,140000.0,25,3.3,0.12,Resigned,2021-07-01
EMP1291,Engineering,Non-binary,24,90000.0,37,3.8,0.19,Active,2023-03-01
EMP1292,Engineering,Non-binary,55,110000.0,31,3.5,0.49,Active,2023-09-01
EMP1293,Engineering,Female,54,114000.0,16,1.5,0.35,Resigned,2020-03-01
EMP1294,HR,Male,33,90000.0,34,4.2,0.44,Active,2022-06-01
EMP1295,Marketing,Non-binary,42,120000.0,21,2.3,0.34,Active,2016-08-01
EMP1296,HR,Male,31,140000.0,44,4.5,0.01,Active,2020-01-01
EMP1297,Marketing,Male,52,150000.0,32,2.7,0.02,Active,2018-10-01
EMP1298,HR,Male,30,130000.0,44,4.3,0.43,Active,2020-02-01
EMP1299,Product,Non-binary,52,130000.0,14,0.4,0.44,Resigned,2017-01-01
EMP1300,HR,Non-binary,29,140000.0,37,4.6,0.17,Active,2019-05-01
EMP1301,hr,Female,52,70000.0,50,5.0,0.46,Active,2018-06-01
EMP1302,Product,Female,45,120000.0,35,6.387286552585342,0.03,Active,2015-12-01
EMP1303,Engineering,Female,26,76000.0,24,3.2,0.11,Resigned,2018-11-01
EMP1304,Engineering,Male,60,90000.0,14,1.8,0.26,Active,2016-11-01
EMP1305,Product,Male,43,70000.0,37,3.8,0.35,Resigned,2019-12-01
EMP1306,Product,Female,29,100000.0,12,1.7,0.27,Active,2018-07-01
EMP1307,Sales,Female,41,90000.0,38,3.0,0.12,Resigned,2036-15-37
EMP1308,Sales,Male,28,140000.0,39,3.2,0.36,Active,2015-09-01
EMP1309,Sales,Non-binary,27,100000.0,22,2.1,0.07,Active,2021-09-01
EMP1310,Marketing,Non-binary,42,80000.0,23,2.5,0.43,Resigned,2021-03-01
EMP1311,Marketing,Non-binary,50,130000.0,30,2.5,0.4,Active,2022-06-01
EMP1312,Engineering,Female,55,114000.0,27,2.1,0.42,Resigned,2021-06-01
EMP1313,Sales,Male,42,110000.0,12,1.6,0.24,Resigned,2017-11-01
EMP1314,Engineering,Non-binary,33,140000.0,17,1.6,0.05,Resigned,2016-07-01
EMP1315,sales,Non-binary,27,70000.0,50,4.5,0.35,Active,2021-07-01
EMP1316,Marketing,Male,57,70000.0,30,3.8,0.28,Resigned,2023-01-01
EMP1317,Engineering,Female,34,123500.0,46,4.2,0.15,Active,2016-09-01
EMP1318,Sales,Female,54,110000.0,33,4.2,0.28,Resigned,2023-09-01
EMP1319,Engineering,Male,23,100000.0,46,57.25902589809157,0.35,Active,2021-02-01
EMP1320,Engineering,Female,46,104500.0,34,3.1,0.31,Resigned,2018-02-01
EMP1321,Sales,Non-binary,55,110000.0,46,-0.768532647076467,0.2,Active,2015-09-01
EMP1322,Marketing,Female,46,100000.0,24,2.2,0.14,Resigned,2017-05-01
EMP1323,Marketing,Non-binary,32,110000.0,19,2.1,0.33,Resigned,2/4/2021
EMP1324,Marketing,Female,27,90000.0,15,1.8,0.34,Resigned,2021-08-01
EMP1325,Engineering,Male,54,90000.0,48,4.2,0.31,Resigned,2019-08-01
EMP1326,Marketing,Non-binary,51,120000.0,15,0.9,0.38,Resigned,2020-12-01
EMP1327,Engineering,Non-binary,51,90000.0,26,2.3,0.1,Active,2015-08-01
EMP1328,Engineering,Non-binary,31,100000.0,30,-1.6451400525853344,0.05,Active,2018-08-01
